airline,airlineID,source airport,source airport id,destination apirport,destination airport id,codeshare,stops,equipment
AC,0193,ORD,3830,YEG,49,Y,0,E70 CR7
AC,0194,ORD,3830,YHZ,73,Y,0,ERJ
AC,0195,ORD,3830,YOW,100,Y,0,ERJ E70
AC,0196,ORD,3830,YQB,111,Y,0,ERJ
AC,0197,ORD,3830,YQR,120,Y,0,CRJ
AC,0198,ORD,3830,YUL,146,,0,E75
AC,0199,ORD,3830,YVR,156,Y,0,319 320 739 737 738
AC,0200,ORD,3830,YWG,160,Y,0,ERJ CRJ
AC,0201,ORD,3830,YXU,174,Y,0,CRJ
AC,0202,ORD,3830,YYC,178,Y,0,CR7 737
AC,0203,ORD,3830,YYZ,193,,0,E75
AC,0204,OUA,246,ABJ,253,Y,0,333
AC,0205,OUA,246,BRU,302,Y,0,333
AC,0206,PAP,1897,YUL,146,,0,763
AC,0207,PDX,3720,YVR,156,Y,0,DH3
AC,0208,PDX,3720,YYC,178,Y,0,CRJ
AC,0209,PEK,3364,YVR,156,,0,330 77W
AC,0210,PEK,3364,YYZ,193,,0,77W
AC,0211,PHL,3752,YYZ,193,,0,E75
AC,0212,PHX,3462,YYZ,193,,0,319
AC,0213,PIT,3570,YYZ,193,Y,0,DH1
AC,0214,PLS,1754,YUL,146,,0,319
AC,0215,PLS,1754,YYZ,193,,0,E90
AC,0216,POP,1761,YHZ,73,,0,319
AC,0217,POP,1761,YYZ,193,,0,319
AC,0218,PTP,2881,YUL,146,,0,319
AC,0219,PUJ,1760,YUL,146,,0,319
AC,0220,PUJ,1760,YYZ,193,,0,319
AC,0221,PVG,3406,YVR,156,,0,763
AC,0222,PVG,3406,YYZ,193,,0,77L
AC,0223,PVR,1836,YVR,156,,0,319
AC,0224,PVR,1836,YYC,178,,0,319
AC,0225,RDU,3626,YYZ,193,Y,0,CRJ
AC,0226,ROC,3622,YYZ,193,Y,0,BEH
AC,0227,RSW,3793,YYZ,193,,0,320
AC,0228,SAN,3731,YYZ,193,,0,319
AC,0229,SCL,2650,EZE,3988,,0,763
AC,0230,SCL,2650,YYZ,193,,0,763
AC,0231,SEA,3577,YVR,156,Y,0,DH3
AC,0232,SEA,3577,YYZ,193,,0,E90
AC,0233,SFO,3469,YEG,49,Y,0,CR7
AC,0234,SFO,3469,YUL,146,,0,319
AC,0235,SFO,3469,YVR,156,,0,E90 320 319
AC,0236,SFO,3469,YYC,178,Y,0,CR7
AC,0237,SFO,3469,YYJ,184,Y,0,CRJ
AC,0238,SFO,3469,YYZ,193,,0,320
AC,0239,SJD,1840,YYC,178,,0,319
AC,0240,SJO,1885,YYZ,193,,0,319
AC,0241,SNU,1918,YHZ,73,,0,320
AC,0242,SNU,1918,YUL,146,,0,319
AC,0243,SNU,1918,YYZ,193,,0,319
AC,0244,STL,3678,YYZ,193,Y,0,CRJ
AC,0245,SYD,3361,YVR,156,,0,77L
AC,0246,SYR,3745,YYZ,193,Y,0,BEH
AC,0247,TLV,1590,YUL,146,,0,763
AC,0248,TLV,1590,YYZ,193,,0,763
AC,0249,TPA,3646,YYZ,193,,0,319
AC,0250,TRD,665,CPH,609,Y,0,M80
AC,0251,UVF,2894,YYZ,193,,0,319
AC,0252,VIE,1613,YYZ,193,Y,0,763
AC,0253,VLC,1246,FRA,340,Y,0,319
AC,0254,VNO,3959,CPH,609,Y,0,M80
AC,0255,VNO,3959,FRA,340,Y,0,320 321
AC,0256,VRA,1923,YUL,146,,0,320
AC,0257,VRA,1923,YYC,178,,0,319
AC,0258,VRA,1923,YYZ,193,,0,319
AC,0259,WAW,679,CPH,609,Y,0,M80
AC,0260,WAW,679,YYZ,193,,0,788
AC,0261,YAM,21,YYZ,193,Y,0,DH1
AC,0262,YBC,27,YUL,146,Y,0,DH1
AC,0263,YBC,27,YYY,192,Y,0,DH1
AC,0264,YBG,28,YUL,146,Y,0,DH1
AC,0265,YBL,30,YQQ,119,Y,0,BEH
AC,0266,YCD,33,YVR,156,Y,0,DH3
AC,0267,YCG,34,YVR,156,Y,0,DH3
AC,0268,YCG,34,YYC,178,Y,0,DH3
AC,0269,YDF,45,YHZ,73,Y,0,CRJ DH1
AC,0270,YDF,45,YYR,188,Y,0,BEH
AC,0271,YDF,45,YYT,189,Y,0,BEH
AC,0272,YDF,45,YYZ,193,,0,E90
AC,0273,YEG,49,DEN,3751,Y,0,CR7 CRJ 319 E70
AC,0274,YEG,49,EWR,3494,Y,0,319
AC,0275,YEG,49,IAH,3550,Y,0,738 320 737 319
AC,0276,YEG,49,LHR,507,,0,763
AC,0277,YEG,49,ORD,3830,Y,0,E70 CR7
AC,0278,YEG,49,SFO,3469,Y,0,CR7
AC,0279,YEG,49,YMM,90,Y,0,DH4
AC,0280,YEG,49,YOW,100,,0,E90
AC,0281,YEG,49,YQR,120,Y,0,DH3
AC,0282,YEG,49,YQU,122,Y,0,DH3
AC,0283,YEG,49,YUL,146,,0,320
AC,0284,YEG,49,YVR,156,,0,E90 320 319
AC,0285,YEG,49,YWG,160,Y,0,CRJ
AC,0286,YEG,49,YXE,166,Y,0,DH3
AC,0287,YEG,49,YYC,178,Y,0,DH4 CRJ DH3
AC,0288,YEG,49,YYZ,193,,0,320 319 E90
AC,0289,YEG,49,YZF,196,Y,0,CRJ
AC,0290,YFC,56,YHZ,73,,0,BEH
AC,0291,YFC,56,YOW,100,Y,0,DH1
AC,0292,YFC,56,YUL,146,Y,0,DH1 DH4
AC,0293,YFC,56,YYZ,193,Y,0,DH4
AC,0294,YGK,61,YYZ,193,Y,0,BEH
AC,0295,YGP,63,YGR,65,Y,0,DH3 DH1
AC,0296,YGP,63,YQB,111,Y,0,DH1 DH3
AC,0297,YGR,65,YGP,63,Y,0,DH1 DH3
AC,0298,YHZ,73,BOS,3448,Y,0,CRJ
AC,0299,YHZ,73,LHR,507,,0,763
AC,0300,YHZ,73,ORD,3830,Y,0,ERJ
AC,0301,YHZ,73,YDF,45,Y,0,DH1 CRJ
AC,0302,YHZ,73,YFC,56,,0,BEH
AC,0303,YHZ,73,YOW,100,,0,E90
AC,0304,YHZ,73,YQM,117,,0,BEH
AC,0305,YHZ,73,YQX,125,Y,0,CRJ CRA
AC,0306,YHZ,73,YQY,126,Y,0,DH1
AC,0307,YHZ,73,YSJ,135,,0,BEH
AC,0308,YHZ,73,YUL,146,,0,320 E90 319 E75
AC,0309,YHZ,73,YYG,182,,0,BEH
AC,0310,YHZ,73,YYR,188,Y,0,CRJ
AC,0311,YHZ,73,YYT,189,,0,E90
AC,0312,YHZ,73,YYZ,193,,0,E90 320 763 319
AC,0313,YKA,78,YVR,156,Y,0,DH3
AC,0314,YKA,78,YYC,178,Y,0,DH3
AC,0315,YLW,87,LAX,3484,Y,0,CR7
AC,0316,YLW,87,YVR,156,Y,0,DH3 CRJ
AC,0317,YLW,87,YYC,178,Y,0,DH3 CRJ
AC,0318,YMM,90,DEN,3751,Y,0,CR7
AC,0319,YMM,90,YEG,49,Y,0,DH4
AC,0320,YMM,90,YVR,156,Y,0,CRJ
AC,0321,YMM,90,YYC,178,Y,0,CRA DH4 CRJ
AC,0322,YMM,90,YYZ,193,,0,E90 320 319
AC,0323,YOW,100,BOS,3448,Y,0,DH1
AC,0324,YOW,100,DCA,3520,Y,0,CRJ
AC,0325,YOW,100,FRA,340,,0,333
AC,0326,YOW,100,IAD,3714,Y,0,ERJ
AC,0327,YOW,100,LGA,3697,Y,0,CRJ
AC,0328,YOW,100,LHR,507,,0,763
AC,0329,YOW,100,ORD,3830,Y,0,ERJ E70
AC,0330,YOW,100,YEG,49,,0,E90 320
AC,0331,YOW,100,YFC,56,Y,0,DH1
AC,0332,YOW,100,YHZ,73,,0,E90
AC,0333,YOW,100,YQB,111,Y,0,DH1
AC,0334,YOW,100,YQM,117,Y,0,CRJ
AC,0335,YOW,100,YUL,146,,0,E90
AC,0336,YOW,100,YVR,156,,0,320 763
AC,0337,YOW,100,YWG,160,Y,0,CRA
AC,0338,YOW,100,YXU,174,Y,0,DH1
AC,0339,YOW,100,YYC,178,,0,E90 320
AC,0340,YOW,100,YYT,189,Y,0,CRA
AC,0341,YOW,100,YYZ,193,,0,320 319 E90 763 E75
AC,0342,YPR,108,YVR,156,Y,0,DH3
AC,0343,YQB,111,ORD,3830,Y,0,ERJ
AC,0344,YQB,111,YGP,63,Y,0,DH3 DH1
AC,0345,YQB,111,YOW,100,Y,0,DH1
AC,0346,YQB,111,YUL,146,Y,0,DH4 DH1 DH3
AC,0347,YQB,111,YYZ,193,Y,0,DH4
AC,0348,YQB,111,YZV,202,Y,0,DH1
AC,0349,YQF,112,YYC,178,,0,BEH
AC,0350,YQG,113,YYZ,193,,0,319
AC,0351,YQL,116,YYC,178,Y,0,BEH
AC,0352,YQM,117,YHZ,73,,0,BEH
AC,0353,YQM,117,YOW,100,Y,0,CRJ
AC,0354,YQM,117,YUL,146,Y,0,DH4
AC,0355,YQM,117,YYZ,193,Y,0,DH4 CRJ
AC,0356,YQQ,119,YVR,156,Y,0,BEH
AC,0357,YQR,120,DEN,3751,Y,0,CRJ
AC,0358,YQR,120,ORD,3830,Y,0,CRJ
AC,0359,YQR,120,YEG,49,Y,0,DH3
AC,0360,YQR,120,YVR,156,Y,0,CRJ
AC,0361,YQR,120,YWG,160,Y,0,CRJ
AC,0362,YQR,120,YYC,178,Y,0,DH4
AC,0363,YQR,120,YYZ,193,,0,E90
AC,0364,YQT,121,YWG,160,Y,0,CRJ
AC,0365,YQT,121,YYZ,193,Y,0,CRJ DH4
AC,0366,YQU,122,YEG,49,Y,0,DH3
AC,0367,YQU,122,YYC,178,Y,0,DH3 DH4
AC,0368,YQX,125,YHZ,73,Y,0,CRA CRJ
AC,0369,YQX,125,YYR,188,Y,0,BEH
AC,0370,YQX,125,YYT,189,Y,0,BEH
AC,0371,YQY,126,YHZ,73,Y,0,DH1
AC,0372,YQY,126,YYZ,193,Y,0,CRJ
AC,0373,YQZ,127,YVR,156,Y,0,BEH
AC,0374,YQZ,127,YWL,162,,0,BEH
AC,0375,YSB,133,YYZ,193,Y,0,DH1
AC,0376,YSJ,135,YHZ,73,,0,BEH
AC,0377,YSJ,135,YUL,146,Y,0,DH1
AC,0378,YSJ,135,YYZ,193,Y,0,DH4
AC,0379,YTS,143,YYZ,193,Y,0,DH1
AC,0380,YTZ,144,YUL,146,Y,0,DH4
AC,0381,YUL,146,AZS,5810,,0,320
AC,0382,YUL,146,BDL,3825,Y,0,BEH
AC,0383,YUL,146,BOS,3448,Y,0,CRJ DH3
AC,0384,YUL,146,BRU,302,,0,333
AC,0385,YUL,146,CCC,1901,,0,319
AC,0386,YUL,146,CDG,1382,,0,77W
AC,0387,YUL,146,CUN,1852,,0,319
AC,0388,YUL,146,CZM,1800,,0,319
AC,0389,YUL,146,DCA,3520,Y,0,CRJ
AC,0390,YUL,146,DEN,3751,,0,E90
AC,0391,YUL,146,EWR,3494,Y,0,CRJ
AC,0392,YUL,146,FDF,2878,,0,319
AC,0393,YUL,146,FLL,3533,,0,320
AC,0394,YUL,146,FRA,340,,0,333
AC,0395,YUL,146,GVA,1665,,0,333
AC,0396,YUL,146,HOG,1910,,0,319
AC,0397,YUL,146,IAD,3714,Y,0,CR7 ERJ CRJ
AC,0398,YUL,146,IAH,3550,Y,0,E70
AC,0399,YUL,146,LAS,3877,,0,763
AC,0400,YUL,146,LAX,3484,,0,319
AC,0401,YUL,146,LGA,3697,,0,E75
AC,0402,YUL,146,LHR,507,,0,77W
AC,0403,YUL,146,MBJ,1780,,0,319
AC,0404,YUL,146,MCO,3878,,0,319
AC,0405,YUL,146,MUC,346,Y,0,333
AC,0406,YUL,146,ORD,3830,,0,E75
AC,0407,YUL,146,PAP,1897,,0,763
AC,0408,YUL,146,PTP,2881,,0,319
AC,0409,YUL,146,PUJ,1760,,0,319
AC,0410,YUL,146,SFO,3469,,0,319
AC,0411,YUL,146,SNU,1918,,0,319
AC,0412,YUL,146,VRA,1923,,0,320
AC,0413,YUL,146,YBC,27,Y,0,DH1
AC,0414,YUL,146,YBG,28,Y,0,DH1
AC,0415,YUL,146,YEG,49,,0,320
AC,0416,YUL,146,YFC,56,Y,0,DH4 DH1
AC,0417,YUL,146,YHZ,73,,0,320 E90 E75 319
AC,0418,YUL,146,YOW,100,,0,E90 320
AC,0419,YUL,146,YQB,111,Y,0,DH3 DH1 DH4
AC,0420,YUL,146,YQM,117,Y,0,DH4
AC,0421,YUL,146,YSJ,135,Y,0,DH1
AC,0422,YUL,146,YTZ,144,Y,0,DH4
AC,0423,YUL,146,YUY,149,Y,0,DH1
AC,0424,YUL,146,YVO,153,Y,0,DH1
AC,0425,YUL,146,YVR,156,,0,321 320 333 319
AC,0426,YUL,146,YWG,160,Y,0,CRA
AC,0427,YUL,146,YYC,178,,0,E90 319 320
AC,0428,YUL,146,YYG,182,Y,0,DH4
AC,0429,YUL,146,YYT,189,,0,E90
AC,0430,YUL,146,YYY,192,Y,0,DH1
AC,0431,YUL,146,YYZ,193,,0,321 320 319 333 763 E75
AC,0432,YUL,146,YZV,202,Y,0,DH1
AC,0433,YUL,146,ZBF,5538,Y,0,DH3 DH1
AC,0434,YUL,146,ZRH,1678,,0,330
AC,0435,YUL,146,ZSA,1956,,0,319
AC,0436,YUY,149,YUL,146,Y,0,DH1
AC,0437,YUY,149,YVO,153,Y,0,DH1
AC,0438,YVO,153,YUL,146,Y,0,DH1
AC,0439,YVO,153,YUY,149,Y,0,DH1
AC,0440,YVR,156,AKL,2006,,0,772
AC,0441,YVR,156,DEN,3751,Y,0,320 319 CR7 737 739
AC,0442,YVR,156,EWR,3494,,0,319
AC,0443,YVR,156,FRA,340,Y,0,744
AC,0444,YVR,156,HKG,3077,,0,77W
AC,0445,YVR,156,HND,2359,,0,763
AC,0446,YVR,156,HNL,3728,,0,763
AC,0447,YVR,156,ICN,3930,,0,763
AC,0448,YVR,156,LAS,3877,,0,319
AC,0449,YVR,156,LAX,3484,,0,319
AC,0450,YVR,156,LHR,507,,0,77W
AC,0451,YVR,156,MEX,1824,,0,319
AC,0452,YVR,156,MUC,346,Y,0,333
AC,0453,YVR,156,NRT,2279,,0,763
AC,0454,YVR,156,OGG,3456,,0,763
AC,0455,YVR,156,ORD,3830,Y,0,320 319 738 737
AC,0456,YVR,156,PDX,3720,Y,0,DH3
AC,0457,YVR,156,PEK,3364,,0,77W 330
AC,0458,YVR,156,PVG,3406,,0,763
AC,0459,YVR,156,PVR,1836,,0,319
AC,0460,YVR,156,SEA,3577,Y,0,DH3
AC,0461,YVR,156,SFO,3469,,0,E90 320 319
AC,0462,YVR,156,SYD,3361,,0,77L
AC,0463,YVR,156,YBL,30,,1,BEH
AC,0464,YVR,156,YCD,33,Y,0,DH3
AC,0465,YVR,156,YCG,34,Y,0,DH3
AC,0466,YVR,156,YEG,49,,0,E90 320
AC,0467,YVR,156,YKA,78,Y,0,DH3
AC,0468,YVR,156,YLW,87,Y,0,DH3 CRJ
AC,0469,YVR,156,YMM,90,Y,0,CRJ
AC,0470,YVR,156,YOW,100,,0,320 763
AC,0471,YVR,156,YPR,108,Y,0,DH3
AC,0472,YVR,156,YQR,120,Y,0,CRJ
AC,0473,YVR,156,YQZ,127,,0,BEH
AC,0474,YVR,156,YUL,146,,0,333 320 321
AC,0475,YVR,156,YWG,160,,0,E90
AC,0476,YVR,156,YWL,162,Y,0,BEH
AC,0477,YVR,156,YXC,164,Y,0,DH3
AC,0478,YVR,156,YXE,166,Y,0,CRJ
AC,0479,YVR,156,YXJ,168,Y,0,DH4
AC,0480,YVR,156,YXS,172,Y,0,DH4
AC,0481,YVR,156,YXT,173,Y,0,DH3
AC,0482,YVR,156,YXY,176,,0,E90
AC,0483,YVR,156,YYC,178,,0,E90 319 320
AC,0484,YVR,156,YYD,179,Y,0,DH3
AC,0485,YVR,156,YYF,181,Y,0,DH3
AC,0486,YVR,156,YYJ,184,Y,0,DH3 DH4
AC,0487,YVR,156,YYZ,193,,0,320 319 77L 321 77W 763
AC,0488,YVR,156,YZP,198,Y,0,DH3
AC,0489,YWG,160,DEN,3751,Y,0,ERJ CRJ
AC,0490,YWG,160,ORD,3830,Y,0,CRJ ERJ
AC,0491,YWG,160,YEG,49,Y,0,CRJ
AC,0492,YWG,160,YOW,100,Y,0,CRA
AC,0493,YWG,160,YQR,120,Y,0,CRJ
AC,0494,YWG,160,YQT,121,Y,0,CRJ
AC,0495,YWG,160,YUL,146,Y,0,CRA
AC,0496,YWG,160,YVR,156,,0,E90 320
AC,0497,YWG,160,YXE,166,Y,0,CRJ
AC,0498,YWG,160,YYC,178,Y,0,CRA
AC,0499,YWG,160,YYZ,193,,0,E90 320 319
AC,0500,YWK,161,YYR,188,Y,0,BEH
AC,0501,YWK,161,YZV,202,Y,0,DH1
AC,0502,YWL,162,YQZ,127,Y,0,BEH
AC,0503,YWL,162,YVR,156,,0,BEH
AC,0504,YXC,164,YVR,156,Y,0,DH3
AC,0505,YXC,164,YYC,178,Y,0,BEH
AC,0506,YXE,166,DEN,3751,Y,0,ERJ
AC,0507,YXE,166,YEG,49,Y,0,DH3
AC,0508,YXE,166,YVR,156,Y,0,CRJ
AC,0509,YXE,166,YWG,160,Y,0,CRJ
AC,0510,YXE,166,YYC,178,Y,0,DH4
AC,0511,YXE,166,YYZ,193,,0,E90
AC,0512,YXH,167,YYC,178,Y,0,BEH
AC,0513,YXJ,168,YVR,156,Y,0,DH4
AC,0514,YXS,172,YVR,156,Y,0,DH4
AC,0515,YXT,173,YVR,156,Y,0,DH3
AC,0516,YXU,174,ORD,3830,Y,0,CRJ
AC,0517,YXU,174,YOW,100,Y,0,DH1
AC,0518,YXU,174,YYZ,193,Y,0,DH1 DH4
AC,0519,YXY,176,YVR,156,,0,E90
AC,0520,YYB,177,YYZ,193,Y,0,DH1
AC,0521,YYC,178,CUN,1852,,0,319
AC,0522,YYC,178,DEN,3751,Y,0,CRJ 738 737 CR7
AC,0523,YYC,178,EWR,3494,,0,E90
AC,0524,YYC,178,FRA,340,,0,77W
AC,0525,YYC,178,IAH,3550,Y,0,738 CRA 320 739
AC,0526,YYC,178,LAS,3877,,0,319
AC,0527,YYC,178,LAX,3484,,0,319
AC,0528,YYC,178,LHR,507,,0,333
AC,0529,YYC,178,NRT,2279,,0,763
AC,0530,YYC,178,ORD,3830,Y,0,737 CR7 738 320
AC,0531,YYC,178,PDX,3720,Y,0,CRJ
AC,0532,YYC,178,PVR,1836,,0,319
AC,0533,YYC,178,SFO,3469,Y,0,CR7
AC,0534,YYC,178,SJD,1840,,0,319
AC,0535,YYC,178,VRA,1923,,0,319
AC,0536,YYC,178,YCG,34,Y,0,DH3
AC,0537,YYC,178,YEG,49,Y,0,DH3 CRJ DH4
AC,0538,YYC,178,YKA,78,Y,0,DH3
AC,0539,YYC,178,YLW,87,Y,0,DH3 CRJ
AC,0540,YYC,178,YMM,90,Y,0,DH4 CRJ CRA
AC,0541,YYC,178,YOW,100,,0,E90 320
AC,0542,YYC,178,YQF,112,,0,BEH
AC,0543,YYC,178,YQL,116,Y,0,BEH
AC,0544,YYC,178,YQR,120,Y,0,DH4
AC,0545,YYC,178,YQU,122,Y,0,DH3 DH4
AC,0546,YYC,178,YUL,146,,0,E90 319 320
AC,0547,YYC,178,YVR,156,,0,E90 320 319 321
AC,0548,YYC,178,YWG,160,Y,0,CRA
AC,0549,YYC,178,YXC,164,Y,0,BEH
AC,0550,YYC,178,YXE,166,Y,0,DH4
AC,0551,YYC,178,YXH,167,Y,0,BEH
AC,0552,YYC,178,YYJ,184,Y,0,DH4
AC,0553,YYC,178,YYZ,193,,0,321 320 319 E90
AC,0554,YYC,178,YZF,196,Y,0,CRJ
AC,0555,YYD,179,YVR,156,Y,0,DH3
AC,0556,YYF,181,YVR,156,Y,0,DH3
AC,0557,YYG,182,YHZ,73,,0,BEH
AC,0558,YYG,182,YUL,146,Y,0,DH4
AC,0559,YYG,182,YYZ,193,Y,0,CRJ
AC,0560,YYJ,184,SFO,3469,Y,0,CRJ
AC,0561,YYJ,184,YVR,156,Y,0,DH3 DH4
AC,0562,YYJ,184,YYC,178,Y,0,DH4
AC,0563,YYJ,184,YYZ,193,,0,320
AC,0564,YYR,188,YDF,45,Y,0,BEH
AC,0565,YYR,188,YHZ,73,Y,0,CRJ
AC,0566,YYR,188,YQX,125,Y,0,BEH
AC,0567,YYR,188,YWK,161,Y,0,BEH
AC,0568,YYR,188,YYT,189,Y,0,CRJ
AC,0569,YYT,189,LHR,507,,0,319
AC,0570,YYT,189,YDF,45,Y,0,BEH
AC,0571,YYT,189,YHZ,73,,0,E90
AC,0572,YYT,189,YOW,100,Y,0,CRA
AC,0573,YYT,189,YQX,125,Y,0,BEH
AC,0574,YYT,189,YUL,146,,0,E90 319 320
AC,0575,YYT,189,YYR,188,Y,0,CRJ
AC,0576,YYT,189,YYZ,193,,0,320 319 E90
AC,0577,YYY,192,YBC,27,Y,0,DH1
AC,0578,YYY,192,YUL,146,Y,0,DH1
AC,0579,YYZ,193,ANU,2874,,0,320
AC,0580,YYZ,193,ATL,3682,Y,0,CRA CRJ
AC,0581,YYZ,193,AUA,2895,,0,319
AC,0582,YYZ,193,AUH,2179,,0,77W
AC,0583,YYZ,193,AZS,5810,,0,319
AC,0584,YYZ,193,BCN,1218,Y,0,763
AC,0585,YYZ,193,BDA,4069,,0,319
AC,0586,YYZ,193,BDL,3825,Y,0,BEH
AC,0587,YYZ,193,BGI,2875,,0,319
AC,0588,YYZ,193,BNA,3690,Y,0,CRJ
AC,0589,YYZ,193,BOG,2709,,0,763
AC,0590,YYZ,193,BOS,3448,,0,E90 E75
AC,0591,YYZ,193,BWI,3849,Y,0,DH1
AC,0592,YYZ,193,CCC,1901,,0,319
AC,0593,YYZ,193,CDG,1382,,0,77W
AC,0594,YYZ,193,CLE,3486,Y,0,DH1
AC,0595,YYZ,193,CLT,3876,Y,0,CRJ
AC,0596,YYZ,193,CMH,3759,Y,0,DH1
AC,0597,YYZ,193,CPH,609,,0,763
AC,0598,YYZ,193,CUN,1852,,0,319
AC,0599,YYZ,193,CVG,3488,Y,0,CRJ
AC,0600,YYZ,193,DCA,3520,,0,E75
AC,0601,YYZ,193,DEN,3751,,0,E90
AC,0602,YYZ,193,DFW,3670,,0,E75
AC,0603,YYZ,193,DTW,3645,Y,0,BEH CRJ
AC,0604,YYZ,193,DUB,599,Y,0,763
AC,0605,YYZ,193,EWR,3494,,0,E75 E90
AC,0606,YYZ,193,FCO,1555,,0,333
AC,0607,YYZ,193,FLL,3533,,0,320
AC,0608,YYZ,193,FRA,340,,0,77W
AC,0609,YYZ,193,GCM,1926,,0,E90
AC,0610,YYZ,193,GGT,1941,,0,E90
AC,0611,YYZ,193,GND,2882,,0,319
AC,0612,YYZ,193,GRU,2564,,0,763
AC,0613,YYZ,193,HAV,1909,,0,E90
AC,0614,YYZ,193,HKG,3077,,0,77L
AC,0615,YYZ,193,HOG,1910,,0,319
AC,0616,YYZ,193,IAD,3714,Y,0,CRJ ERJ CR7
AC,0617,YYZ,193,IAH,3550,Y,0,CRA
AC,0618,YYZ,193,IND,3585,Y,0,CRJ
AC,0619,YYZ,193,IST,1701,,0,77W 763
AC,0620,YYZ,193,JFK,3797,Y,0,CRA
AC,0621,YYZ,193,KIN,1779,,0,319
AC,0622,YYZ,193,LAS,3877,,0,763 319
AC,0623,YYZ,193,LAX,3484,,0,321 320
AC,0624,YYZ,193,LGA,3697,,0,E90 E75
AC,0625,YYZ,193,LHR,507,,0,763 77L 77W 333
AC,0626,YYZ,193,LIM,2789,,0,763
AC,0627,YYZ,193,LIR,1881,,0,319
AC,0628,YYZ,193,MBJ,1780,,0,319
AC,0629,YYZ,193,MCI,3458,Y,0,CRJ
AC,0630,YYZ,193,MCO,3878,,0,319
AC,0631,YYZ,193,MDT,3542,Y,0,BEH
AC,0632,YYZ,193,MEX,1824,,0,319
AC,0633,YYZ,193,MIA,3576,,0,E90
AC,0634,YYZ,193,MKE,3717,Y,0,CRJ
AC,0635,YYZ,193,MSP,3858,Y,0,CRA CRJ
AC,0636,YYZ,193,MSY,3861,Y,0,CRA
AC,0637,YYZ,193,MUC,346,,0,77W
AC,0638,YYZ,193,NAS,1953,,0,319
AC,0639,YYZ,193,NRT,2279,,0,77W
AC,0640,YYZ,193,ORD,3830,,0,E75
AC,0641,YYZ,193,PEK,3364,,0,77W
AC,0642,YYZ,193,PHL,3752,,0,E75
AC,0643,YYZ,193,PHX,3462,,0,319
AC,0644,YYZ,193,PIT,3570,Y,0,DH1
AC,0645,YYZ,193,PLS,1754,,0,E90
AC,0646,YYZ,193,POP,1761,,0,319
AC,0647,YYZ,193,PUJ,1760,,0,319
AC,0648,YYZ,193,PVG,3406,,0,77L
AC,0649,YYZ,193,RDU,3626,Y,0,CRJ
AC,0650,YYZ,193,ROC,3622,Y,0,BEH
AC,0651,YYZ,193,RSW,3793,,0,320
AC,0652,YYZ,193,SAN,3731,,0,319
AC,0653,YYZ,193,SCL,2650,,0,763
AC,0654,YYZ,193,SEA,3577,,0,E90
AC,0655,YYZ,193,SFO,3469,,0,320
AC,0656,YYZ,193,SJO,1885,,0,319
AC,0657,YYZ,193,SNU,1918,,0,319
AC,0658,YYZ,193,STL,3678,Y,0,CRJ
AC,0659,YYZ,193,SYR,3745,Y,0,BEH
AC,0660,YYZ,193,TLV,1590,,0,763
AC,0661,YYZ,193,TPA,3646,,0,319
AC,0662,YYZ,193,UVF,2894,,0,319
AC,0663,YYZ,193,VIE,1613,Y,0,763
AC,0664,YYZ,193,VRA,1923,,0,319
AC,0665,YYZ,193,WAW,679,,0,788
AC,0666,YYZ,193,YAM,21,Y,0,DH1
AC,0667,YYZ,193,YDF,45,,0,E90
AC,0668,YYZ,193,YEG,49,,0,320 319 E90
AC,0669,YYZ,193,YFC,56,Y,0,DH4
AC,0670,YYZ,193,YGK,61,Y,0,BEH
AC,0671,YYZ,193,YHZ,73,,0,320 E90 319 763
AC,0672,YYZ,193,YMM,90,,0,E90 320 319
AC,0673,YYZ,193,YOW,100,,0,E90 319 320 763 E75
AC,0674,YYZ,193,YQB,111,Y,0,DH4
AC,0675,YYZ,193,YQG,113,,0,319
AC,0676,YYZ,193,YQM,117,Y,0,DH4 CRJ
AC,0677,YYZ,193,YQR,120,,0,E90
AC,0678,YYZ,193,YQT,121,Y,0,DH4 CRJ
AC,0679,YYZ,193,YQY,126,Y,0,CRJ
AC,0680,YYZ,193,YSB,133,Y,0,DH1
AC,0681,YYZ,193,YSJ,135,Y,0,DH4
AC,0682,YYZ,193,YTS,143,Y,0,DH1
AC,0683,YYZ,193,YUL,146,,0,319 321 320 E90 333 763 E75
AC,0684,YYZ,193,YVR,156,,0,321 320 77W 763 77L 319 333
AC,0685,YYZ,193,YWG,160,,0,320 E90 319
AC,0686,YYZ,193,YXE,166,,0,E90
AC,0687,YYZ,193,YXU,174,Y,0,DH1 DH4
AC,0688,YYZ,193,YYB,177,Y,0,DH1
AC,0689,YYZ,193,YYC,178,,0,320 321 319
AC,0690,YYZ,193,YYG,182,Y,0,CRJ
AC,0691,YYZ,193,YYJ,184,,0,320
AC,0692,YYZ,193,YYT,189,,0,320 E90 319
AC,0693,YYZ,193,YZR,199,Y,0,BEH
AC,0694,YYZ,193,ZRH,1678,,0,333
AC,0695,YZF,196,YEG,49,Y,0,CRJ
AC,0696,YZF,196,YYC,178,Y,0,CRJ
AC,0697,YZP,198,YVR,156,Y,0,DH3
AC,0698,YZR,199,YYZ,193,Y,0,BEH
AC,0699,YZV,202,YQB,111,Y,0,DH1
AC,0700,YZV,202,YUL,146,Y,0,DH1
AC,0701,YZV,202,YWK,161,Y,0,DH1
AC,0702,ZBF,5538,YUL,146,Y,0,DH3 DH1
